@relation 'customer_churn-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-R3,6,7,10,12-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.instance.Resample-B0.0-S1-Z60.0'

@attribute CashbackAmount numeric
@attribute DaySinceLastOrder numeric
@attribute OrderCount numeric
@attribute CouponUsed numeric
@attribute OrderAmountHikeFromlastYear numeric
@attribute Complain numeric
@attribute NumberOfAddress numeric
@attribute MaritalStatus=Married numeric
@attribute MaritalStatus=Divorced numeric
@attribute MaritalStatus=Single numeric
@attribute SatisfactionScore numeric
@attribute PreferedOrderCat=Grocery numeric
@attribute PreferedOrderCat=Fashion numeric
@attribute PreferedOrderCat=Others numeric
@attribute 'PreferedOrderCat=Mobile Phone' numeric
@attribute PreferedOrderCat=Mobile numeric
@attribute 'PreferedOrderCat=Laptop & Accessory' numeric
@attribute NumberOfDeviceRegistered numeric
@attribute HourSpendOnApp numeric
@attribute Gender=Male numeric
@attribute 'PreferredPaymentMode=Credit Card' numeric
@attribute PreferredPaymentMode=COD numeric
@attribute 'PreferredPaymentMode=E wallet' numeric
@attribute 'PreferredPaymentMode=Cash on Delivery' numeric
@attribute PreferredPaymentMode=CC numeric
@attribute PreferredPaymentMode=UPI numeric
@attribute 'PreferredPaymentMode=Debit Card' numeric
@attribute WarehouseToHome numeric
@attribute CityTier numeric
@attribute PreferredLoginDevice=Computer numeric
@attribute PreferredLoginDevice=Phone numeric
@attribute 'PreferredLoginDevice=Mobile Phone' numeric
@attribute Tenure numeric
@attribute Churn {0,1}

@data
269,7,7,1.751023,12,1,4,1,0,0,4,1,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,8,3,0,0,1,19,0
168,10,2,1,14,0,3,0,1,0,3,0,0,0,0,0,1,4,3,1,0,1,0,0,0,0,0,7,1,1,0,0,3,0
149,3,1,1,14,0,1,0,0,1,5,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,13,3,1,0,0,1,0
145,4,2,1,14,0,3,1,0,0,3,0,0,0,1,0,0,5,4,0,1,0,0,0,0,0,0,7,1,1,0,0,1,0
126,2,1,0,16,0,4,1,0,0,5,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,1,15.639896,1,0,1,0,15,0
152,9,11,11,11,1,2,1,0,0,4,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,14,3,0,0,1,5,0
188,10,2,1,22,0,3,1,0,0,3,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,7,1,1,0,0,30,0
214,4.543491,1,0,12,1,1,1,0,0,5,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,14,1,0,0,1,3,0
227,4.543491,11,9,16,0,2,1,0,0,1,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,6,1,0,0,1,12,0
184,6,3,2,13,0,5,1,0,0,4,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,1,12,1,0,0,1,6,0
149,7,1,0,11,0,5,0,1,0,2,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,20,3,0,1,0,24,0
169,7,1,1,15,0,5,1,0,0,1,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,13,1,0,0,1,27,0
157,3,2,2,14,0,2,1,0,0,4,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,1,9,1,1,0,0,3,0
189,4,1,0,11,0,3,1,0,0,4,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,1,9,3,0,0,1,14,0
177,6,2,1,16,0,2,0,1,0,4,0,0,0,0,0,1,4,3,0,0,0,0,0,0,1,0,7,1,0,0,1,10,0
154,3,3,3,21,1,3,0,0,1,1,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,11,1,0,0,1,1,0
156,8,2,1,16,0,2,1,0,0,3,0,0,0,0,0,1,5,4,1,1,0,0,0,0,0,0,10,1,0,0,1,13,0
149,3,1,0,16,0,2,0,0,1,3,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,6,3,0,1,0,8,0
151,8,7,2,15,0,2,0,0,1,1,0,0,0,1,0,0,4,3,0,1,0,0,0,0,0,0,9,1,1,0,0,4,0
126,1,1,1,11,0,2,0,0,1,5,0,0,0,0,1,0,4,2,0,0,0,0,0,1,0,0,15.639896,1,0,1,0,8,0
175,8,2,2,13,0,4,0,0,1,5,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,21,3,0,0,1,21,0
127,3,1,0,16,0,1,1,0,0,3,0,0,0,0,1,0,5,2.931535,1,0,0,0,0,1,0,0,29,1,0,1,0,8,0
149,2,3,2,14,0,2,1,0,0,1,0,0,0,1,0,0,4,3,1,1,0,0,0,0,0,0,31,3,1,0,0,1,0
222,4.543491,1,0,14,1,2,1,0,0,2,0,1,0,0,0,0,3,2,1,0,0,0,0,0,1,0,17,1,1,0,0,10,0
169,2,1,1,12,0,4,0,0,1,4,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,11,1,0,0,1,14,0
129,3,4,3,17,0,2,1,0,0,3,0,0,0,0,1,0,3,2.931535,1,0,0,0,0,0,0,1,32,1,0,1,0,4,0
159,4,1,1,11,0,10,0,0,1,3,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,16,3,0,0,1,2,0
298,8,12,1,15.707922,0,2,0,0,1,4,0,0,1,0,0,0,3,2,1,1,0,0,0,0,0,0,13,3,0,0,1,13,0
164,2,1,0,19,0,7,1,0,0,4,0,0,0,0,0,1,5,2,1,0,0,0,0,0,1,0,10,2,1,0,0,14,0
175,4,2,1,12,1,6,1,0,0,5,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,11,3,0,0,1,19,0
111,0,1,1,15,0,2,0,0,1,2,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0,1,11,1,1,0,0,0,0
144,4,1,0,19,1,7,0,0,1,5,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,16,1,0,1,0,27,0
144,4,1,0,16,0,2,1,0,0,3,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,15,1,0,1,0,0,0
196,7,9,8,15,1,3,1,0,0,3,0,1,0,0,0,0,5,4,1,0,0,0,1,0,0,0,8,3,0,0,1,8,0
277,7,13,1.751023,17,0,1,1,0,0,5,1,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,8,1,0,0,1,15,0
196,3,2,1,17,1,5,0,0,1,3,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,1,30,3,0,0,1,15,0
130,3,1,1,15,1,8,1,0,0,3,0,0,0,0,1,0,3,2.931535,1,0,0,0,0,0,0,1,10,1,0,1,0,10,0
166,8,2,1,18,0,2,1,0,0,5,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,7,3,1,0,0,15,0
157,3,1,1,13,1,2,0,0,1,1,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,16,3,1,0,0,11,0
156,8,2,1,16,0,7,1,0,0,4,0,0,0,0,0,1,4,3,1,0,1,0,0,0,0,0,11,1,1,0,0,7,0
154,9,7,1,12,0,2,1,0,0,4,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,1,9,1,0,0,1,7,0
146,3,8,5,13,0,6,0,0,1,4,0,0,0,1,0,0,4,2,1,1,0,0,0,0,0,0,10,1,1,0,0,10,0
150,1,2,2,19,0,3,1,0,0,4,0,0,0,1,0,0,4,4,1,0,1,0,0,0,0,0,9,3,0,0,1,4,0
146,5,2,1,15,0,3,0,0,1,3,0,0,0,1,0,0,4,3,1,1,0,0,0,0,0,0,23,1,1,0,0,2,0
269,16,1,1.751023,11,0,2,1,0,0,5,1,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,9,3,0,0,1,25,0
152,7,5,4,12,1,2,1,0,0,3,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,34,1,0,0,1,6,0
128,10,4,1,13,0,1,0,1,0,2,0,0,0,0,1,0,3,2.931535,1,0,0,0,0,1,0,0,15,1,0,1,0,6,0
127,7,1,1,14,0,3,0,0,1,4,0,0,0,0,1,0,3,2.931535,1,0,1,0,0,0,0,0,11,1,1,0,0,5,0
180,3,2,1,12,0,3,1,0,0,1,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,1,12,3,0,0,1,5,0
124,2,1,1,11,1,2,0,0,1,5,0,0,0,0,1,0,3,2,1,0,0,0,0,1,0,0,15.639896,3,0,1,0,0,0
173,6,1,1,13,0,2,0,1,0,4,0,1,0,0,0,0,3,3,1,0,0,1,0,0,0,0,6,3,0,0,1,8,0
149,3,2,1,15,0,3,0,0,1,5,0,0,0,1,0,0,4,4,1,0,1,0,0,0,0,0,9,1,0,1,0,6,0
193,8,2,1,16,1,3,1,0,0,2,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,25,1,1,0,0,23,0
153,8,6,4,13,0,5,1,0,0,3,0,0,0,1,0,0,5,4,1,0,0,0,0,0,0,1,9,1,0,0,1,8,0
311,8,5,5,15.707922,0,5,1,0,0,3,0,0,1,0,0,0,4,3,0,1,0,0,0,0,0,0,14,1,0,0,1,27,0
245,7,3.008004,4,12,0,2,1,0,0,1,1,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,31,3,0,0,1,13,0
160,1,2,2,17,0,11,1,0,0,3,0,0,0,1,0,0,4,4,1,0,0,0,0,0,0,1,23,1,1,0,0,14,0
148,3,2,1,21,0,8,1,0,0,4,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,1,7,1,1,0,0,6,0
151,7,2,0,19,1,2,1,0,0,3,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,0,22,1,1,0,0,20,0
180,8,6,4,23,0,6,1,0,0,2,0,0,0,0,0,1,3,4,1,1,0,0,0,0,0,0,13,3,0,0,1,5,0
160,3,2,2,19,0,5,0,0,1,2,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,20,1,0,0,1,7,0
139,1,1,0,12,0,1,0,0,1,2,0,0,0,1,0,0,4,2,1,1,0,0,0,0,0,0,8,1,0,1,0,0,0
148,3,2,2,15,0,2,0,0,1,3,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,27,1,0,1,0,1,0
209,4.543491,1,0,15,0,4,1,0,0,5,0,1,0,0,0,0,5,2,1,0,0,0,0,0,1,0,34,3,1,0,0,13,0
146,9,1,0,18,0,2,0,0,1,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,8,3,1,0,0,2,0
157,3,2,2,14,0,2,1,0,0,4,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,1,9,1,1,0,0,3,0
132,3,3,1,12,0,2,0,1,0,5,0,0,0,0,1,0,4,3,1,0,0,0,0,1,0,0,25,1,0,1,0,1,0
150,4,2,2,15,0,8,1,0,0,2,0,0,0,1,0,0,5,4,0,1,0,0,0,0,0,0,14,1,0,0,1,3,0
168,8,4,1,18,0,3,1,0,0,1,0,0,0,0,0,1,4,3,1,1,0,0,0,0,0,0,20,1,0,0,1,11,0
208,7,1,1,13,0,7,1,0,0,3,0,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,13,1,0,0,1,19,0
175,8,2,1,17,0,2,0,0,1,5,0,0,0,1,0,0,5,4,0,0,1,0,0,0,0,0,9,1,1,0,0,4,0
125,2,1,0,12,1,2,0,0,1,4,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,15.639896,1,0,1,0,0,0
115,0,1,1,16,0,2,0,0,1,3,0,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,20,1,1,0,0,10.189899,0
159,8,6,3,13,0,8,0,0,1,5,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,8,2,0,0,1,20,0
145,7,7,6,12,0,5,0,0,1,4,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0,9,1,0,1,0,9,0
154,1,2,1,14,1,3,1,0,0,3,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,1,8,1,0,0,1,1,0
262,5,1,1.751023,19,0,5,1,0,0,3,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,6,1,0,0,1,6,0
213,4.543491,8,2,14,0,3,1,0,0,4,0,1,0,0,0,0,4,4,1,1,0,0,0,0,0,0,16,3,1,0,0,11,0
120,2,2,0,18,0,7,1,0,0,4,0,0,0,0,1,0,3,2,1,0,0,0,0,1,0,0,15,1,1,0,0,10.189899,0
320,10,2,1,15.707922,1,3,1,0,0,3,0,0,1,0,0,0,5,3,1,0,0,0,0,0,0,1,25,1,0,0,1,23,0
179,8,1,1,11,0,2,0,0,1,2,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,10,1,0,0,1,21,0
217,4.543491,2,2,13,0,6,0,1,0,2,0,0,0,0,0,1,4,4,1,0,0,1,0,0,0,0,14,3,0,0,1,6,0
123,15,1,1,18,0,9,1,0,0,4,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,15.639896,1,0,1,0,18,0
152,9,1,0,18,1,1,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,13,3,0,0,1,30,0
297,1,2,2,15.707922,0,8,0,1,0,5,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,1,21,1,0,0,1,17,0
144,8,1,1,12,0,2,1,0,0,4,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,10,1,1,0,0,18,0
222,4.543491,2,1,18,0,4,1,0,0,5,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,14,1,0,0,1,19,0
111,0,1,0,22,0,2,1,0,0,4,0,0,0,1,0,0,3,3,1,1,0,0,0,0,0,0,16,3,0,0,1,1,0
165,1,2,2,14,0,6,0,0,1,3,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,15,1,0,0,1,16,0
200,3,2,2,18,0,6,0,0,1,2,0,1,0,0,0,0,4,3,0,0,0,0,1,0,0,0,7,1,0,0,1,11,0
192,3,2,1,19,0,7,1,0,0,1,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,22,1,1,0,0,6,0
292,7,1,1,15.707922,0,1,1,0,0,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,6,1,0,0,1,18,0
180,9,1,0,13,0,2,0,0,1,5,0,1,0,0,0,0,4,2,1,0,0,0,0,0,1,0,23,2,0,0,1,2,0
123,2,2,0,24,0,2,0,1,0,2,0,0,0,0,1,0,3,3,1,0,0,0,0,1,0,0,15.639896,1,0,1,0,0,0
289,8,8,1.751023,22,1,3,0,0,1,1,1,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,13,2,0,0,1,14,0
138,1,2,2,19,0,3,1,0,0,3,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,1,10,1,1,0,0,9,0
140,2,1,0,16,1,1,0,1,0,3,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,10,1,0,1,0,28,0
191,5,5,4,12,0,2,0,0,1,3,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,19,3,0,0,1,4,0
194,8,2,1,16,0,5,1,0,0,5,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,9,3,0,0,1,12,0
144,7,7,1,12,0,3,1,0,0,5,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,18,1,0,1,0,13,0
183,10,2,1,14,0,3,0,1,0,2,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,35,1,0,0,1,4,0
272,7,7,1.751023,13,0,5,1,0,0,5,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,1,16,1,1,0,0,14,0
151,7,1,1,13,0,5,1,0,0,2,0,0,0,0,0,1,3,2,1,0,1,0,0,0,0,0,14,3,1,0,0,9,0
172,6,2,1,19,1,3,0,0,1,5,0,0,0,1,0,0,4,3,1,1,0,0,0,0,0,0,10,1,0,0,1,3,0
155,1,2,1,22,0,6,1,0,0,4,0,0,0,1,0,0,4,4,1,0,0,0,0,0,0,1,26,1,0,0,1,11,0
234,9,3.008004,11,12,1,5,0,1,0,4,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,29,1,0,0,1,29,0
237,8,3.008004,4,16,0,5,0,0,1,2,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,1,10,1,0,0,1,6,0
178,1,2,1,12,0,3,1,0,0,3,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,1,17,1,1,0,0,17,0
180,2,3,1,18,0,11,1,0,0,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,8,1,0,0,1,8,0
158,3,2,2,22,0,3,0,0,1,1,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,1,15,1,0,0,1,2,0
125,2,1,0,14,0,1,0,0,1,2,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,15.639896,1,0,1,0,6,0
157,5,4,1,18,0,2,0,1,0,2,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,1,11,1,1,0,0,1,0
272,0,1,1.751023,24,0,7,0,1,0,5,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,20,1,0,0,1,16,0
128,2,2,0,19,0,2,0,0,1,3,0,0,0,0,1,0,3,2.931535,0,0,0,0,0,1,0,0,8,3,0,1,0,0,0
149,4,2,2,23,0,5,1,0,0,4,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,8,1,0,1,0,14,0
155,5,2,2,14,0,11,0,1,0,5,0,0,0,1,0,0,4,3,0,0,0,0,0,0,1,0,15,1,0,0,1,26,0
140,7,1,1,11,0,4,1,0,0,3,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,15,1,1,0,0,13,0
171,6,8,7,14,1,2,0,1,0,3,0,1,0,0,0,0,4,3,1,0,1,0,0,0,0,0,6,3,0,0,1,7,0
224,4.543491,2,2,20,0,2,0,0,1,5,0,0,0,0,0,1,4,4,1,1,0,0,0,0,0,0,12,1,1,0,0,5,0
260,9,3.008004,3,15,0,7,0,1,0,4,1,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,33,3,1,0,0,16,0
190,1,2,2,17,1,4,1,0,0,5,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,1,15,1,0,0,1,14,0
142,4,1,0,15,0,2,1,0,0,3,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,10,3,1,0,0,1,0
163,3,2,1,12,0,10,0,1,0,4,0,0,0,1,0,0,5,3,0,1,0,0,0,0,0,0,11,1,0,0,1,7,0
164,3,2,1,12,1,7,0,0,1,1,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,9,1,0,0,1,12,0
160,2,1,1,15,1,7,0,0,1,4,0,0,0,0,0,1,4,3,1,1,0,0,0,0,0,0,12,1,0,0,1,14,0
159,3,2,2,13,0,2,0,0,1,3,0,0,0,1,0,0,4,4,1,0,0,0,0,0,0,1,8,1,0,0,1,1,0
156,12,4,4,13,0,2,1,0,0,3,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,15,3,1,0,0,18,0
178,4,2,2,14,0,9,0,0,1,5,0,0,0,0,0,1,4,3,1,0,0,0,0,0,1,0,9,3,1,0,0,5,0
194,1,2,2,14,0,3,1,0,0,3,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,27,3,1,0,0,5,0
225,4.543491,10,9,15,0,3,0,0,1,1,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,17,3,1,0,0,10,0
124,2,2,2,12,0,2,1,0,0,3,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,15.639896,1,0,1,0,30,0
179,1,2,2,13,0,2,0,1,0,2,0,0,0,0,0,1,5,3,0,1,0,0,0,0,0,0,7,1,0,0,1,9,0
291,9,9,1.751023,13,0,6,0,0,1,4,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,9,1,0,0,1,27,0
125,2,1,0,12,1,2,0,0,1,4,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,15.639896,1,0,1,0,0,0
180,2,2,2,15,0,9,0,0,1,4,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,32,3,1,0,0,19,0
152,3,1,1,13,1,3,1,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,9,1,0,0,1,15,0
144,8,7,2,13,0,2,0,1,0,4,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,35,1,0,1,0,15,0
204,5,13,0,13,1,1,1,0,0,3,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,10,3,0,0,1,14,0
144,0,2,2,14,0,4,1,0,0,2,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0
208,0,1,1,13,0,6,1,0,0,1,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,31,3,0,0,1,16,0
123,0,1,0,17,0,5,0,1,0,3,0,0,0,0,1,0,3,2,1,0,0,0,0,1,0,0,26,1,0,1,0,10.189899,0
124,2,1,1,12,1,7,0,0,1,1,0,0,0,0,1,0,3,2,1,0,0,0,0,1,0,0,15.639896,1,0,1,0,17,0
146,10,11,2,11,0,2,0,0,1,3,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,8,1,0,1,0,12,0
143,0,1,1,19,0,5,0,0,1,1,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,35,1,0,1,0,15,0
201,5,4,4,20,0,2,1,0,0,1,0,1,0,0,0,0,5,4,0,1,0,0,0,0,0,0,10,3,0,0,1,10,0
128,0,1,0,22,0,4,1,0,0,1,0,0,0,0,1,0,3,2.931535,1,0,0,0,0,0,0,1,6,1,0,1,0,14,0
204,0,4,2,19,0,8,0,0,1,4,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,5,1,0,0,1,25,0
137,2,1,1,15,0,3,1,0,0,3,0,0,0,1,0,0,4,2,1,1,0,0,0,0,0,0,6,1,0,1,0,23,0
139,2,1,1,13,0,2,1,0,0,5,0,0,0,1,0,0,3,3,1,1,0,0,0,0,0,0,35,1,0,1,0,0,0
244,9,3.008004,8,12,0,8,1,0,0,4,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,1,12,1,1,0,0,7,0
123,2,1,1,15,0,2,1,0,0,3,0,0,0,0,1,0,5,3,1,0,0,0,0,1,0,0,23,1,0,1,0,10.189899,0
179,3,2,1,26,1,3,1,0,0,1,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,23,3,1,0,0,7,0
141,1,1,1,15,0,4,0,0,1,4,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,9,1,0,1,0,10,0
178,3,2,2,15,0,8,1,0,0,3,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,33,1,0,0,1,10,0
213,4.543491,2,2,19,0,2,1,0,0,3,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0,1,24,1,0,0,1,12,0
124,1,2,1,13,0,1,1,0,0,1,0,0,0,0,1,0,3,2,1,0,0,0,0,1,0,0,15.639896,3,1,0,0,0,0
148,3,3,1,15,0,2,1,0,0,4,0,0,0,1,0,0,5,4,1,1,0,0,0,0,0,0,7,3,0,1,0,6,0
162,5,2,1,12,0,3,1,0,0,3,0,0,0,1,0,0,5,3,0,0,0,0,0,0,1,0,13,1,0,0,1,12,0
166,8,7,5,15,0,4,0,1,0,2,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,9,3,0,0,1,22,0
324,5,5,1,16,0,5,0,0,1,4,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,1,18,1,0,0,1,24,0
137,2,1,1,19,0,1,1,0,0,1,0,0,0,1,0,0,3,2,1,0,0,0,0,0,1,0,9,2,0,1,0,7,0
186,3,3,1,19,0,2,0,0,1,4,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,1,22,1,0,0,1,8,0
172,9,9,4,14,0,3,0,0,1,1,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,9,1,0,0,1,14,0
159,9,2,1,14,0,3,1,0,0,3,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,14,1,0,0,1,15,0
279,10,2,1.751023,13,1,1,0,1,0,3,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,8,1,1,0,0,15,0
164,3,2,2,14,0,3,1,0,0,5,0,0,0,1,0,0,4,4,1,1,0,0,0,0,0,0,36,1,0,0,1,1,0
162,1,2,1,19,0,6,0,1,0,2,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0,1,25,1,1,0,0,10,0
234,9,3.008004,11,26,0,2,0,0,1,3,0,1,0,0,0,0,4,4,0,0,0,0,1,0,0,0,9,1,1,0,0,13,0
199,7,1,0,19,0,1,0,0,1,5,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,11,1,1,0,0,4,0
208,2,1,0,12,1,5,1,0,0,5,0,1,0,0,0,0,3,3,1,0,0,1,0,0,0,0,15,3,0,0,1,18,0
171,3,2,2,15,0,3,1,0,0,3,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,9,3,1,0,0,3,0
133,2,1,0,18,1,2,0,0,1,1,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,1,8,3,0,1,0,20,0
203,4,6,2,18,0,3,1,0,0,4,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,1,8,1,0,0,1,8,0
195,3,2,1,16,0,5,1,0,0,1,0,1,0,0,0,0,2,3,1,1,0,0,0,0,0,0,31,1,0,0,1,27,0
145,7,7,5,22,1,1,0,1,0,2,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,8,3,0,1,0,20,0
165,11,3,0,13,0,2,1,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,7,1,0,0,1,10,0
121,1,2,1,18,0,2,0,0,1,4,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,7,1,0,1,0,10.189899,0
228,4.543491,14,14,20,0,6,0,1,0,5,0,1,0,0,0,0,5,4,0,0,0,1,0,0,0,0,35,3,1,0,0,31,0
152,3,3,2,19,1,2,1,0,0,2,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,9,1,0,0,1,5,0
175,3,2,2,23,1,3,1,0,0,4,0,0,0,0,0,1,4,4,1,1,0,0,0,0,0,0,12,2,0,0,1,20,0
170,0,1,1,22,1,5,1,0,0,4,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,0,8,1,0,0,1,9,0
148,3,2,2,15,0,2,0,0,1,3,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,27,1,0,1,0,1,0
264,2,1,1.751023,16,0,4,1,0,0,4,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,28,1,0,0,1,22,0
125,2,2,2,13,0,4,0,0,1,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,15.639896,1,0,1,0,8,0
213,4.543491,2,2,15,0,3,0,0,1,3,0,1,0,0,0,0,4,4,0,0,0,1,0,0,0,0,7,3,1,0,0,9,0
162,3,2,2,16,0,4,1,0,0,3,0,0,0,1,0,0,5,3,1,1,0,0,0,0,0,0,7,1,0,0,1,24,0
161,5,2,2,14,0,3,1,0,0,3,0,0,0,1,0,0,4,4,1,0,0,0,0,0,1,0,9,2,0,0,1,7,0
144,2,1,1,15,0,1,1,0,0,3,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,6,1,1,0,0,9,0
120,0,1,1,14,0,2,1,0,0,4,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,16,1,0,0,1,10.189899,0
